,texto_pedido,texto_resposta
61722,"Prezados, em referência à Nota Técnica nº 93/2021/MME (anexo), gostaria de solicitar acesso à documentação referente ao tópico 4.23 (reunião da Comissão Especial de Leilões de Energia Elétrica - CELEE acerca da orientação sobre o limite máximo de CVU para fins de participação no Leilão de Reserva de Capacidade de 2021) e tópico 4.25 (análise jurídica da CONJUR/MME acerca da proposta da EPE de valor máximo de CVU). Obrigada.","Agradecemos o seu contato e informamos que, de acordo com a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso a Informação),  documento preparatório , nos termos do seu parágrafo 3º, art. 7º, é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final.    Nesse aspecto, o Decreto nº 7.724/2012, que regulamenta a Lei nº 12.527/2011, considera:    Art. 3o Para os efeitos deste Decreto, considera-se:    XII - documento preparatório - documento formal utilizado como fundamento da tomada de decisão ou de ato administrativo, a exemplo de pareceres e notas técnicas.    Art. 20. O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão.    Dessa forma, o envio de documentos preliminares, sem a decisão final do MME, pode gerar falsas expectativas aos administrados uma vez que o conjunto documental atualmente contém informações ainda não definitivas ou incompletas.    Diante do exposto, informamos que é necessário aguardar a realização do Leilão de Reserva de Capacidade que ocorrerá em dez/2021 com posterior adjudicação do resultado, previsto a ocorrer apenas em 2022.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.     Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
62287,"Prezados, bom dia.    Solicito cópia do processo 48340.005179/2019-85.    Assunto: Plano de Outorgas de Transmissão de Energia Elétrica - Modulação da SE Tucumã.    Att.,","Agradecemos o seu contato e informamos que o Processo nº 48340.005179/2019-85 sobre o qual são requeridas informações, trata dos estudos de Reavaliação do Atendimento ao estado do Rio Branco, o que inclui preparação do edital de Leilão de Transmissão nº 02/2022, a ser realizado em dezembro de 2022, para implantação das obras para Atendimento à Rio Branco.    Cumpre esclarecer que, de acordo com a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso a Informação),  documento preparatório  é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final.    Nesse aspecto, o Decreto nº 7.724/2012, que regulamenta a Lei nº 12.527/2011, considera:    Art. 3º Para os efeitos deste Decreto, considera-se:    XII - documento preparatório - documento formal utilizado como fundamento da tomada de decisão ou de ato administrativo, a exemplo de pareceres e notas técnicas.    Art.20. O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão.    Esclareço, que o envio do processo indicado contendo documentos preliminares, porém, sem a decisão final do MME, pode gerar falsas expectativas aos administrados uma vez que o conjunto documental atualmente contém informações ainda não definitivas ou incompletas.    Diante do exposto, é necessário que o solicitante aguarde a conclusão da elaboração dos documentos preparatórios e a edição da decisão do MME, para atendimento da solicitação apresentada.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
62462,"Prezados, boa tarde.    Solicito, por gentileza, a cópia integral do processo nº 48340.002907/2021-11.    Atenciosamente, ","Agradecemos o seu contato e informamos que os documentos que compõem o Processo 48340.002907/2021 estão, nesse momento, com acesso restrito por atenderem a fase preparatória de instrução, de acordo com o previsto Art. 20 do Decreto nº 7.724, de 16 de maio de 2012 que regulamentou a Lei nº 12.527, de 18 de novembro de 2011, conforme transcrito a seguir:     Art. 20. O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão.     Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.     Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
62657,"Prezados, gostaria de ter acesso ao inteiro teor do processo nº 48380.000118/2020-99 em trâmite perante a ANP, que trata da mudança tributária para a comercialização de biodiesel em todo território nacional, por favor.","Agradecemos o seu contato e informamos que, atualmente, o processo solicitado, que trata das discussões em andamento sobre os aspectos tributários do novo modelo de comercialização do biodiesel, encontra-se com acesso restrito, sob a justificativa de estar em fase preparatória (Art. 7º, §3º, da Lei 12.527/2011).    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.     Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Ministério de Minas e Energia  Serviço de Informação ao Cidadão (SIC)  "
66414,"De acordo com a PORTARIA NORMATIVA Nº 10, DE 30 DE ABRIL DE 2021, o Preço Inicial dos Leilões de Energia é definido pelo MME. Solicito, portanto, acesso à Metodologia de Cálculo do Preço Inicial, caso possível.","Agradecemos o seu contato e informamos:    Inicialmente, ressalta-se excerto do Decreto nº 7.724, de 16 de maio de 2012, que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, os quais dispõe sobre o acesso a informações, conforme trecho a seguir:  Art. 6º O acesso à informação disciplinado neste Decreto não se aplica:  I - às hipóteses de sigilo previstas na legislação, como fiscal, bancário, de operações e serviços no mercado de capitais, comercial, profissional, industrial e segredo de justiça, e (grifos nossos)  Isto posto, com relação às informações que constam deste tipo de processo, em especial quanto ao preço inicial dos Leilões de Energia, comunico que essas informações são reservadas, nos termos da Lei nº 12.529, de 30 de novembro de 2011, que estrutura o Sistema Brasileiro de Defesa da Concorrência - SBDC, que dispõe sobre a prevenção e repressão às infrações contra a ordem econômica e dá outras providências. Dessa forma, os documentos relacionados à formação dos preços teto são mantidos em sigilo, de modo a garantir a competitividade dos processos licitatórios e, portanto, não estão disponíveis.    Cabe observar que a publicação de detalhes da formação do preço teto também compromete o processo licitatório já realizado, bem como o êxito de leilões futuros, haja vista a replicabilidade desse tipo de procedimento, causando prejuízo aos princípios consubstanciados na Lei nº 8.666, de 21 de junho de 1993, que institui as normas para licitações e contratos da Administração Pública, aplicada subsidiariamente aos leilões de compra de energia elétrica, regidos por meio da Lei nº 10.848, de 15 de março de 2004.    Dessa maneira, informamos da impossibilidade de disponibilizar acesso aos documentos desse processo.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.     Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de novo recurso no prazo de 10 dias.     Estamos à disposição para mais informações.     Serviço de Informação ao Cidadão do Ministério de Minas e Energia  "
68613,"Prezados, boa tarde.    Com fundamento no art. 10 , da Lei nº 12.527/2011, que dispõe sobre o acesso de informações previsto no inciso II, do §3º, do art. 37, e no §2º, do art. 216, da Constituição Federal, requeiro cópia integral dos autos do processo nº 48000.000886/2013-41, que subsidiou a aprovação como prioritário do projeto da Central Geradora Eólica denominada EOL Santa Clara I.    Atenciosamente,  Gregory L Barbosa","Agradecemos o seu contato e informamos que de acordo com o que dispõe o art. 9º da Lei nº 9.784, de 29 de janeiro de 1999, que regula o processo administrativo no âmbito da Administração Pública Federal, constituem interessados no processo administrativo:    Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.    O Processo nº 48000.000886/2013-41 trata especificamente da aprovação do projeto de geração da EOL Santa Clara I como Prioritário, nos termos da Portaria MME nº 47/2012.    Assim, para que a solicitação de cópia integral do Processo possa ser atendida a requerente deve comprovar, mediante procuração, que é legitima interessada, nos termos do art. 9º da Lei nº 9.784 de 1999.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.    Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
68614,"Prezados, boa tarde.    Com fundamento no art. 10 , da Lei nº 12.527/2011, que dispõe sobre o acesso de informações previsto no inciso II, do §3º, do art. 37, e no §2º, do art. 216, da Constituição Federal, requeiro cópia integral dos autos do processo nº 48000.000918/2013-16, que subsidiou a aprovação como prioritário do projeto EOL Santa Clara V.    Atenciosamente,  Gregory L Barbosa","Agradecemos o seu contato e informamos que de acordo com o que dispõe o art. 9º da Lei nº 9.784, de 29 de janeiro de 1999, que regula o processo administrativo no âmbito da Administração Pública Federal, constituem interessados no processo administrativo:    Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.    O Processo nº 48000.000918/2013-16 trata especificamente da aprovação do projeto de geração da EOL Santa Clara V como Prioritário, nos termos da Portaria MME nº 47/2012.    Assim, para que a solicitação de cópia integral do Processo possa ser atendida a requerente deve comprovar, mediante procuração, que é legitima interessada, nos termos do art. 9º da Lei nº 9.784 de 1999.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.    Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
68615,"Prezados, boa tarde.    Com fundamento no art. 10 , da Lei nº 12.527/2011, que dispõe sobre o acesso de informações previsto no inciso II, do §3º, do art. 37, e no §2º, do art. 216, da Constituição Federal, requeiro cópia integral dos autos do processo nº 48000.000889/2013-84, que subsidiou a aprovação como prioritário do projeto EOL Santa Clara II.    Atenciosamente,  Gregory L Barbosa","Agradecemos o seu contato e informamos que de acordo com o que dispõe o art. 9º da Lei nº 9.784, de 29 de janeiro de 1999, que regula o processo administrativo no âmbito da Administração Pública Federal, constituem interessados no processo administrativo:    Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.    O Processo nº 48000.000889/2013-84 trata especificamente da aprovação do projeto de geração da EOL Santa Clara II como Prioritário, nos termos da Portaria MME nº 47/2012.    Assim, para que a solicitação de cópia integral do Processo possa ser atendida a requerente deve comprovar, mediante procuração, que é legitima interessada, nos termos do art. 9º da Lei nº 9.784 de 1999.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.    Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
69111,"É solicitado disponibilizar o Processo nº 48300.002700/2019-07, citado na PORTARIA INTERMINISTERIAL Nº 3, DE 16 DE SETEMBRO DE 2021.","Agradecemos o seu contato e informamos que os documentos do Processo requerido cuidam de empresas concessionárias de geração de energia elétrica e somente poderão ser concedidos mediante instrumento de procuração da referida empresa de energia elétrica.    De acordo com o que dispõe o art. 9º da Lei nº 9.784, de 29 de janeiro de 1999, que regula o processo administrativo no âmbito da Administração Pública Federal, constituem interessados no processo administrativo:    Art. 9º São legitimados como interessados no processo administrativo:  I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.    Tal decisão fundamenta-se no Decreto nº 7.724, de 16 de maio de 2012, que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações previsto no inciso XXXIII do caput do art. 5º, no inciso II do § 3º do art. 37 e no § 2º do art. 216 da Constituição, que assim se reporta:    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    (...)    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Por todo o exposto, e tendo em conta o que consta no § 2º, do art. 5º, do Decreto nº 7.724, de 2012, informa-se que o documento solicitado só poderá ser disponibilizado ao agente legitimado como interessado mediante comprovação.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.    Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
70024,"Por gentileza, solicitamos acesso ao processo 48300.002700/2019-07, que tratou do estabelecimento da Outorga do novo contrato de Concessão decorrente da futura desestatização do CEEE-G, nos termos do Decreto Federal 9.271/2018.","Agradecemos o seu contato e informamos que o Processo requerido cuida de empresas concessionárias de geração de energia elétrica e somente poderão ser concedidos mediante instrumento de procuração da referida empresa de energia elétrica.    De acordo com o que dispõe o art. 9º da Lei nº 9.784, de 29 de janeiro de 1999, que regula o processo administrativo no âmbito da Administração Pública Federal, constituem interessados no processo administrativo:    Art. 9º São legitimados como interessados no processo administrativo:  I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.    Tal decisão fundamenta-se no Decreto nº 7.724, de 16 de maio de 2012, que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a informações previsto no inciso XXXIII do caput do art. 5º, no inciso II do § 3º do art. 37 e no § 2º do art. 216 da Constituição, que assim se reporta:    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    (...)    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Por todo o exposto, e tendo em conta o que consta no § 2º, do art. 5º, do Decreto nº 7.724, de 2012, informa-se que o documento solicitado só poderá ser disponibilizado ao agente legitimado como interessado mediante comprovação.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.    Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
74817,"Prezados,     Gentileza informar a documentação presente no Processo nº 48360.000142/2021-47 Portaria Nº 986/SPE/MME - Aliança Geração de Energia S.A.. O interesse é acompanhar o histórico de geração das Usinas Eólicas Garrote, Santo Inácio III, Santo Inácio IV e São Raimundo, que compõem o Complexo Eólico Santo Inácio.    Gentileza encaminhar para antonio.andrade@aliancaenergia.com.br.    Atenciosamente,  ","Agradecemos o seu contato e informamos que, segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:      Art. 9º São legitimados como interessados no processo administrativo:       I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,       II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,       III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,       IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.     Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a  informações.    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Informo que o processo contém informações referentes a revisão dos montantes de garantia física de energia das usinas eólicas: Usinas Serra do Seridó II, Serra do Seridó III, Serra do Seridó IV,  Serra do Seridó VI, Serra do Seridó VII, Serra do Seridó IX e Ventos de Santa Eugênica 06.    Dessa forma, nos termos do § 2º do art. 5º do Decreto 7.724/2012, o processo solicitado somente poderá ser disponibilizado a interessados responsáveis pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da empresa responsável pelos empreendimentos.    Portanto, como requisito à disponibilização da cópia do processo, faz-se necessário que o pedido, via e-SIC, venha acompanhado da procuração ou do ofício em nome do solicitante.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.  Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
75523,Solicito cópia do processo da usina termoelétrica São João número - 48340.004833/2017-71. ,"Agradecemos o seu contato e informamos que, segundo a Lei nº 9.784/1999, constituem interessados no processo administrativo:      Art. 9º São legitimados como interessados no processo administrativo:       I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,       II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,       III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,       IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.     Em complementação, citamos o Decreto nº 7.724/2012 que regulamenta a Lei nº 12.527, de 18 de novembro de 2011, que dispõe sobre o acesso a  informações.    Art. 5º Sujeitam-se ao disposto neste Decreto os órgãos da administração direta, as autarquias, as fundações públicas, as empresas públicas, as sociedades de economia mista e as demais entidades controladas direta ou indiretamente pela União.    § 2º Não se sujeitam ao disposto neste Decreto as informações relativas à atividade empresarial de pessoas físicas ou jurídicas de direito privado obtidas pelo Banco Central do Brasil, pelas agências reguladoras ou por outros órgãos ou entidades no exercício de atividade de controle, regulação e supervisão da atividade econômica cuja divulgação possa representar vantagem competitiva a outros agentes econômicos.    Informo que o processo requerido contém informações referentes ao cálculo e revisão dos montantes de garantia física de energia das usinas termelétricas - UTEs a biomassa com Custo Variável Unitário - CVU nulo com base na energia elétrica verificada, não é específico da UHE São João, sendo necessário especificar quais documentos tem interesse no processo.    Dessa forma, nos termos do § 2º do art. 5º do Decreto 7.724/2012, o processo solicitado somente poderá ser disponibilizado a interessados responsáveis legais pelas empresas envolvidas, mediante a devida comprovação. Essa comprovação poderá ser realizada por meio de procuração ou ofício assinado pela autoridade competente no âmbito da empresa responsável pelo empreendimento.    Portanto, como requisito à disponibilização da cópia ou documentos do processo, faz-se necessário que o pedido, via e-SIC, venha acompanhado da procuração ou do ofício em nome do solicitante.    Se novas informações ou informações complementares se fizerem necessárias, abra um novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.    Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
76002,"Boa tarde, prezados,  Gostaria de, por gentileza, solicitar acesso á memória de reunião e/ou ata da reunião abaixo, realizada pelo Ministério de Minas e Energia, incluindo eventuais slides de apresentações utilizadas no encontro.     Reunião SPA, SNPTA e MME (Stupello)  Solicitante  Porto de Santos  Participante(s)  Participantes:  Autoridade Portuária de Santos - SPA  • Bruno Stupello - Diretor de Desenvolvimento de Negócios e Regulação,  • Kauan Torci - Assessor de Desestatização,  • Ana Teresa Magalhães - Assessora de Diretor,  • Bruno Tolino - Superintendente de Planejamento Portuário,  • Leandro Leite - Superintendente de Engenharia.  •  Secretaria Nacional de Portos e Transportes Aquaviários - SNPTA  • Fábio Lavor Teixeira - Diretor do Departamento de Novas Outorgas e Políticas Regulatórias Portuárias e quem mais indicar,  • Otto Luiz Burlier da Silveira Filho - Diretor do Departamento de Gestão e Modernização Portuária e quem mais indicar,  • Daniel Rodrigues Aldiqueri - Coordenador-Geral de Modelagem de Desestatizações e quem mais indicar.  • José Alfredo de Albuquerque- Coordenador-Geral de Gestão do Patrimônio Imobiliário e quem indicar.  •  Ministério de Minas e Energia - MME  • Hailton Madureira - Chefe da Assessoria Especial de Assuntos Econômicos e quem mais indicar,  • Mauricio Abi Chahin - Diretor do Departamento de Outorgas de Concessões Permissões e Autorizações e quem mais indicar.  • Rogério Souza Tavares - Coordenador Geral de Outorgas de Geração de Energia Elétrica  Pauta  • Apresentação do Plano de Ação para direcionamento da Usina Hidrelétrica de Itatinga para o Ministério de Minas e Energia, • Alinhamento do processo entre MInfra e MME, • Definição do grupo de trabalho (Minfra e MME).      SPA, SNPTA e MME (Stupello)  Solicitante  Porto de Santos  Participante(s)  Participantes:  Autoridade Portuária de Santos - SPA  • Bruno Stupello - Diretor de Desenvolvimento de Negócios e Regulação,  • Kauan Torci - Assessor de Desestatização,  • Ana Teresa Magalhães - Assessora de Diretor,  • Bruno Tolino - Superintendente de Planejamento Portuário,  • Leandro Leite - Superintendente de Engenharia.  •  Secretaria Nacional de Portos e Transportes Aquaviários - SNPTA  • Fábio Lavor Teixeira - Diretor do Departamento de Novas Outorgas e Políticas Regulatórias Portuárias e quem mais indicar,  • Otto Luiz Burlier da Silveira Filho - Diretor do Departamento de Gestão e Modernização Portuária e quem mais indicar,  • Daniel Rodrigues Aldiqueri - Coordenador-Geral de Modelagem de Desestatizações e quem mais indicar.  • José Alfredo de Albuquerque- Coordenador-Geral de Gestão do Patrimônio Imobiliário e quem indicar.  •  Ministério de Minas e Energia - MME  • Hailton Madureira - Chefe da Assessoria Especial de Assuntos Econômicos e quem mais indicar,  • Mauricio Abi Chahin - Diretor do Departamento de Outorgas de Concessões Permissões e Autorizações e quem mais indicar.  • Rogério Souza Tavares - Coordenador Geral de Outorgas de Geração de Energia Elétrica  Pauta  • Apresentação do Plano de Ação para direcionamento da Usina Hidrelétrica de Itatinga para o Ministério de Minas e Energia, • Alinhamento do processo entre MInfra e MME, • Definição do grupo de trabalho (Minfra e MME).    Obrigado  Atenciosamente","Agradecemos o seu contato e informamos que, de acordo com o que dispõe o art. 9º da Lei nº 9.784, de 29 de janeiro de 1999, que regula o processo administrativo no âmbito da Administração Pública Federal, constituem interessados no processo administrativo:    Art. 9º São legitimados como interessados no processo administrativo:    I - pessoas físicas ou jurídicas que o iniciem como titulares de direitos ou interesses individuais ou no exercício do direito de representação,    II - aqueles que, sem terem iniciado o processo, têm direitos ou interesses que possam ser afetados pela decisão a ser adotada,    III - as organizações e associações representativas, no tocante a direitos e interesses coletivos,    IV - as pessoas ou as associações legalmente constituídas quanto a direitos ou interesses difusos.    Ademais, a referida reunião tratou da concessão da usina Itatinga, assunto ainda em curso. Cumpre esclarecer que, de acordo com o art. 7º, parágrafo 3º, Lei nº 12.527, de 18 de novembro de 2011, documento preparatório é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final. O envio dos documentos solicitados, porém, sem a decisão final, pode gerar falsas expectativas aos administrados, prejudicando o assunto atualmente em etapa de instrução.    Diante do exposto, é necessário aguardar a conclusão do assunto para que a solicitação de cópia possa ser atendida a quem comprovar o interesse no assunto, nos termos do art. 9º da Lei nº 9.784 de 1999.    Se novas informações ou informações complementares se fizerem necessárias, abra um  novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a  possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.    Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
76899,"Solicito acesso à Nota Técnica ou ao processo que consubstanciou a publicação da Portaria nº 1098/2021, que define os montantes de garantia física dos empreendimentos que participarão do Leilão de Reserva de Capacidade de 2021..","Agradecemos o seu contato e informamos que, de acordo com a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso a Informação),  documento preparatório  é o documento elaborado para fundamentar uma tomada de decisão. A referida lei, apesar de não proibir a entrega de tais documentos, garante o seu acesso a partir da edição do ato decisório final.    Nesse aspecto, o  Decreto nº 7.724/2012, que regulamenta a Lei nº 12.527/2011, considera:    Art. 3o  Para os efeitos deste Decreto, considera-se:    XII - documento preparatório - documento formal utilizado como fundamento da tomada de decisão ou de ato administrativo, a exemplo de pareceres e notas técnicas.    Art. 20.  O acesso a documento preparatório ou informação nele contida, utilizados como fundamento de tomada de decisão ou de ato administrativo, será assegurado a partir da edição do ato ou decisão.    Esclareço que o envio do processo indicado contendo documentos preliminares sem a  decisão final do MME pode gerar falsas expectativas ao solicitante, uma vez que o conjunto documental atualmente contém informações ainda não definitivas ou incompletas.    Diante do exposto, é necessário aguardar a conclusão da elaboração dos documentos preparatórios e a edição de decisão final para atendimento da demanda apresentada, com a devida comprovação de representante legal do empreendimento, para que oportunamente possa ser disponibilizada cópia da documentação requerida.    Se novas informações ou informações complementares se fizerem necessárias, abra um  novo pedido para prosseguirmos com o atendimento.    Caso a resposta tenha sido negada sem justificativa, a Lei de Acesso à Informação prevê a  possibilidade de interposição de recurso no prazo de 10 dias.    Estamos à disposição para mais informações.    Serviço de Informação ao Cidadão do Ministério de Minas e Energia"
